Product code;Language;Vendor;Product id;Category;Price;Weight;Quantity;Zero price action;Thumbnail;Detailed image;Product name;Description;Search words;Page title;Taxes;Short description;Status;Image URL;Detailed image URL
"J00133PNYZ";"ru";"Дом книги";"13";"Книги///Бизнес и инвестиции";"478.40";"0.000";"9";"R";"";"exim/backup/images/Z2580.jpg#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}";"12 шагов к построению бизнеса на 1.000.000$ - начиная с сегодняшнего дня";"<p><span style=""font-size:small;"">В этой книге вы найдете подробный план того, как за 12 шагов разработать новый продукт или услугу и продать их.</span></p><p><span style=""font-size:small;""> Книга ответит на многие вопросы, возникащие в процессе построения собственного бизнеса, а также позволит каждому читателю добиться успеха в своей сфере. </span></p>";"";"";"VAT";"";"A";"https://service.parts/images/thumbnails/280/428/detailed/0/Z2580.jpg";"https://service.parts/images/detailed/0/Z2580.jpg"
"M0014IVPFH";"ru";"Всё для дома";"14";"Электроника///Телевизоры и Видео///Плазменные телевизоры";"19999.60";"0.000";"14";"R";"";"exim/backup/images/40e220u.jpg#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}";"HD LCD телевизор Toshiba 40E220U Class 1080P 40""";"<p><span style=""font-size: small;"">С телевизором Toshiba 40"" Class 1080P HD LCD TV вы сможете насладиться четким и ярким изображением, а благодаря технологии DynaLight вы будете легко управлять возможностями экрана телевизора.</span></p><p><span style=""font-size: small;"">Toshiba 40"" Class 1080P HD LCD TV обладает функцией показа изображений и воспроизведения музыки с MP3-носителей, подключаемых через USB-порт.</span></p>";"";"";"VAT";"";"A";"https://service.parts/images/thumbnails/280/280/detailed/0/40e220u.jpg";"https://service.parts/images/detailed/0/40e220u.jpg"
"H0015EXYM6";"ru";"Мегатон";"15";"Одежда///Мужская одежда";"6000.00";"0.000";"20";"R";"";"exim/backup/images/452499_010_A.jpg#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}";"Куртка Nike Chambray Super Runner Jacket: классика бега";"<p>   <span style=""font-size: small;"">Куртка Nike Chambray Super Runner Jacket: классика бега. Легендарный дизайн получает новую интерпретацию за счет использования легкой ткани в дизайне куртки Nike Chambray Super Runner Men''s Jacket. Её ультралёгкая конструкция выполнена из водоотталкивающей ткани с сетчатой подкладкой для вентиляции и защиты от непогоды. Капюшон со шнуровкой для регулируемой посадки. Боковые карманы для мелочей. Сетчатая подкладка для улучшенной вентиляции.</span></p>";"";"";"VAT";"<p>    Её ультралёгкая конструкция выполнена из водоотталкивающей ткани с сетчатой подкладкой для вентиляции и защиты от непогоды. Капюшон со шнуровкой для регулируемой посадки.</p>";"A";"https://service.parts/images/thumbnails/280/186/detailed/0/452499_010_A.jpg";"https://service.parts/images/detailed/0/452499_010_A.jpg"
"H00162EP2P";"ru";"Всё для дома";"16";"Электроника///Телевизоры и Видео///DVD и Blu-ray плееры";"13999.60";"0.000";"6";"R";"";"exim/backup/images/BD-D7500_01-copy_5.jpg#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}";"3D Blu-ray Плеер  Samsung BD-D7500";"<p><span style=""color: #333333; font-family: arial; font-size: 12px; line-height: 18px; text-align: left;"">&nbsp;Samsung BD-D7500 является тончайшим в мире Blu-ray плеером, который вместил все современные разработки и достижения в корпус толщиной всего 2.3 см. Он оснащен новейшим видеопроцессором Samsung, позволяющим конвертировать картинки и видео в 3D, а также системой улучшения изображения и набором HD кодеков. Инновационный процессор способен конвертировать изображения и видео, включая потоковое, в формат HD для просмотра на телевизорах с поддержкой Full HD.&nbsp;</span></p><p><span style=""color: #333333; font-family: arial; font-size: 12px; line-height: 18px; text-align: left;"">Samsung BD-D7500 поддерживает технологии Samsung Wireless Link и One Foot Connection, которые обеспечивают быстрое и удобное соединение с другими устройствами. С технологией Ultra Fast Play время включения плеера удалось сократить до 3 секунд, что на 80% быстрее по сравнению с моделями 2010 года.</span><span style=""color: #333333; font-family: arial; font-size: 12px; line-height: 18px; text-align: left;"">&nbsp;</span></p>";"";"";"VAT";"";"A";"https://service.parts/images/thumbnails/280/280/detailed/0/BD-D7500_01-copy_5.jpg";"https://service.parts/images/detailed/0/BD-D7500_01-copy_5.jpg"
"G0017HS88V";"ru";"Дом книги";"17";"Книги///Бизнес и инвестиции";"446.40";"0.000";"19";"R";"";"exim/backup/images/Z6595.jpg#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}";"101 факт о падении экономики, нечистом на руку правительстве, соверщающем преступления в отношении ценных бумаг, о процентных ставках, фондах рискового инвестирования и о том, как это все отражается на нас";"<p><span style=""font-size: small;"">Знаете ли вы, что современное состояние экономики может негативно сказаться на вашем финансовом положении?</span></p><p><span style=""font-size: small;""> Автор книги, Питер Зендер, в доступной форме рассказывает о положении дел в экономике. В данной книге вы найдете ответы на многие вопросы, например, как повышение или снижение процентных ставок отражается на зарплате; в чем заключается разница между облигациями и ценными бумагами. Книга рассчитана на всех, кто интересуется экономическими проблемами и кому не безразлично будущее экономики. </span></p>";"";"";"VAT";"";"A";"https://service.parts/images/thumbnails/280/373/detailed/0/Z6595.jpg";"https://service.parts/images/detailed/0/Z6595.jpg"
"W0018W504I";"ru";"Всё для дома";"18";"Электроника///Телевизоры и Видео///DVD и Blu-ray плееры";"11999.60";"0.000";"3";"R";"";"exim/backup/images/BD-D7000_F_5.jpg#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}";"3D Blu-ray Плеер Samsung BD-D7000";"<p><span style=""color: #333333; font-family: arial; font-size: 12px; line-height: 18px; text-align: left;"">&nbsp;Уникальный плеер BD-D7000 в своем дизайне придерживается компактности и минимализма. Лоток для дисков скрыт, а весь корпус имеет форму квадрата со стильной металлической окантовкой. Samsung BD-D7000 оснащен большинством функций плеера BD-D7500: конвертирование в 3D и HD, Ultra Fast Play, Samsung Wireless Link, One Foot Connection, сертификация DLNA, Smart Blu-ray, а также имеет встроенный Wi-Fi модуль.</span></p>";"";"";"VAT";"";"A";"https://service.parts/images/thumbnails/280/280/detailed/0/BD-D7000_F_5.jpg";"https://service.parts/images/detailed/0/BD-D7000_F_5.jpg"
"J001933ZYZ";"ru";"Всё для дома";"19";"Электроника///Телевизоры и Видео///DVD и Blu-ray плееры";"3199.60";"0.000";"20";"R";"";"exim/backup/images/bluray-bdx2150-600-01.jpg#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}";"Blu-ray Плеер Toshiba BDX2150";"<p><span style=""font-size: small;"">Насладитесь настоящим изображением высокого разрешения с Blu-ray плеером BDX2150. Качество в 6 раз лучше чем стандартный DVD с функцией конверсии до 1080p.</span></p><p><strong><span style=""font-size: small;"">Форматы файлов</span></strong></p><p><span style=""font-size: small;""> Поддерживаемые форматы аудио: MP3, WMA</span><br /><span style=""font-size: small;""> Поддерживаемые форматы изображения: JPG</span></p><p>&nbsp;</p><p style=""font-size: 10px;""><strong><span style=""font-size: small;"">Видео</span></strong></p><p>&nbsp;</p><p style=""font-size: 10px;""><span style=""font-size: small;"">3D совместимость: Нет</span></p><p>&nbsp;</p><p><strong><span style=""font-size: small;""> Носители хранения данных</span></strong></p><p><span style=""font-size: small;""> Поддерживаемые типы дисков: CD, CD-R, CD-RW, DVD, DVD-R, DVD-RW, BD-ROM, BD-R, BD-RE</span></p><p><strong><span style=""font-size: small;"">Сеть</span></strong><br /><span style=""font-size: small;""> Подключение WLAN: Нет</span><br /><span style=""font-size: small;""> Подключение Ethernet: Да</span></p><p><strong><span style=""font-size: small;""> Соединения</span></strong></p><p><span style=""font-size: small;""> Количество портов Ethernet LAN ( RJ-45): 1</span><br /><span style=""font-size: small;""> HDMI: Да</span><br /><span style=""font-size: small;""> Количество портов USB 2.0: 1</span><br /><span style=""font-size: small;""> Цифровой оптический аудио выход: 1</span></p><p>&nbsp;</p><p><strong><span style=""font-size: small;"">Технические характеристики</span></strong></p><p>&nbsp;</p><p><span style=""font-size: small;"">Цвет продукта черный</span><br /><span style=""font-size: small;""> Вес и размеры</span><br /><span style=""font-size: small;""> Вес 997 г</span><span style=""font-size: small;""><br /></span></p>";"";"";"VAT";"";"A";"https://service.parts/images/thumbnails/280/280/detailed/0/bluray-bdx2150-600-01.jpg";"https://service.parts/images/detailed/0/bluray-bdx2150-600-01.jpg"
"M00209NIOG";"ru";"Дом книги";"20";"Книги///Бизнес и инвестиции";"798.00";"0.000";"1";"R";"";"exim/backup/images/1886039720.jpg#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}";"Азбука инвестирования в золото";"<p><span style=""font-size: small;"">В этой книге Майкл Дж. Косарес, имеющий 30-летний опыт работы на рынке инвестиций, рассказывает о всех преимуществах инвестирования в золото и о том, как частным собственникам получить наибольшую прибыль от таких инвестиций. </span></p>";"";"";"VAT";"";"A";"https://service.parts/images/thumbnails/280/280/detailed/0/1886039720.jpg";"https://service.parts/images/detailed/0/1886039720.jpg"
"J00216UKRV";"ru";"Всё для дома";"21";"Электроника///Телевизоры и Видео///DVD и Blu-ray плееры";"1199.60";"0.000";"3";"R";"";"exim/backup/images/dvd-player-sd3300-600-01.jpg#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}";"DVD Плеер Toshiba SD3300";"<p><span style=""font-size: small;""><strong>1080p UPscaling</strong></span></p><p><span style=""font-size: small;""><strong></strong>Технология DVD преобразует сигнал стандартного DVD (480p) в прогрессивный сигнал 1080p для оптимального просмотра изображения на Full HD телевизорах, тем самым улучшая впечатления от просмотра.</span></p><p><span style=""font-size: small;""><strong>HDMI&trade;</strong></span></p><p><span style=""font-size: small;""><strong></strong>High-Definition Multimedia Interface &ndash; современный мультемедийный интерфейс интегрированные в большинство цифровых устройств для передачи несжатого потока аудио и видео данных.</span></p><p><span style=""font-size: small;""><strong> DivX&reg;</strong></span></p><p><span style=""font-size: small;""><strong></strong>Поддержка кодека сжатия видео файлов DivX&reg;. Все файлы, сжатые данным кодеком, могут быть проиграны с дисков CD-R или CD-RW.</span></p><p><span style=""font-size: small;""><strong>JPEG</strong></span></p><p><span style=""font-size: small;""> Вы можете просматривать ваши фотографии на экране телевизора используя DVD плеер.</span></p>";"";"";"VAT";"";"A";"https://service.parts/images/thumbnails/280/280/detailed/0/dvd-player-sd3300-600-01.jpg";"https://service.parts/images/detailed/0/dvd-player-sd3300-600-01.jpg"
"F0022TLB3Q";"ru";"Всё для дома";"22";"Электроника///Телевизоры и Видео///Домашние кинотеатры";"31999.60";"0.000";"5";"R";"";"exim/backup/images/HT_D6730W_5.jpg#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}";"Blu-ray 3D домашний кинотеатр HT-D6730W";"<p><span style=""font-family: arial; font-size: 12px; line-height: 18px; text-align: left; color: #000000;"">&nbsp;HT-D6730W &mdash; отличается высококлассным звучанием формата Hi-Fi. Система поддерживает воспроизведение Full HD (1080 p) видео, в том числе с дисков формата 3D Blu-Ray и Blu-Ray. Samsung HT-D6730W имеет 7.1 канальную аудиосистему общей мощностью 1300 Вт. Широкополосный усилитель расширяет звуковой диапазон до 50 кГц, что выходит далеко за пределы мощности стандартных усилителей для домашнего кинотеатра. Высокочастотные динамики, входящие в стандартный набор, обеспечивают еще более теплое и натуральное звучание в стандартном режиме и режиме объемного звучания.</span></p><p><span style=""color: #000000;""><span style=""font-family: arial; font-size: 12px; line-height: 18px; text-align: left;"">Samsung HT-D6730W поддерживает большинство современных аудиоформатов, включая Dolby Digital Plus, Dolby TrueHD и DTS-HD Master Audio, и снабжается технологиями улучшения качества звука Crystal Sound Plus и 3D Sound technology. Домашний кинотеатр HT-D6730W &mdash; первая система компании, оснащенная фирменной технологией вертикального объемного звучания Advanced Vertical Surround sound.</span></span></p><p><span style=""color: #000000;""><span style=""font-family: arial; font-size: 12px; line-height: 18px; text-align: left;"">Новый домашний кинотеатр HT-D6730W также имеет встроенный Wi-Fi адаптер и поддерживает технологию Allshare, позволяющую создать беспроводную сеть с совместимыми устройствами и загружать приложения из фирменного магазина Samsung Apps и обновления ПО с официального сайта.</span></span></p><p><span style=""color: #000000;""><span style=""font-family: arial; font-size: 12px; line-height: 18px; text-align: left;"">В комплект системы HT-D6730W входят беспроводные задние динамики, которые без лишних усилий помогут создать систему формата &laquo;звук вокруг&raquo;. Кроме того, в стандартный набор входит док-станция для iPhone/iPod (сертифицированная Apple), которая открывает неограниченный доступ к фильмотеке и аудиотеке iTunes.</span></span></p><p><span style=""color: #000000;""><span style=""font-family: arial; font-size: 12px; line-height: 18px; text-align: left;"">HT-D6730W с черным глянцевым корпусом полностью сочетается с дизайном последних телевизоров Samsung. Это даст возможность пользователям создать полноценную систему домашнего кинотеатра, выдержанную в едином современном стиле. В комплект домашнего кинотеатра входят восемь динамиков: широкий спикер центрального канала, большой беспроводной сабвуфер, две стойки высокочастотных динамиков и четыре динамика для объемного звучания. Конструкция динамиков не имеет защитных решеток, что обеспечивает чистый, прозрачный звук и придает им стильную ретро-внешность.&nbsp;</span></span></p>";"";"";"VAT";"";"A";"https://service.parts/images/thumbnails/280/198/detailed/0/HT_D6730W_5.jpg";"https://service.parts/images/detailed/0/HT_D6730W_5.jpg"
"G0023968XZ";"ru";"Всё для дома";"23";"Электроника///Телевизоры и Видео///Домашние кинотеатры";"20999.65";"0.000";"1";"R";"";"exim/backup/images/HTD6500WF1_5.jpg#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}";"Blu-ray 3D домашний кинотеатр HT-D6500W";"<p><span style=""font-size: small;"">В домашних кинотеатрах Samsung идеально сбалансированная звуковая среда создает насыщенную, реалистичную звуковую фактуру, которая приносит магию кино в ваш дом. Современные аудиотехнологии, которые делают звучание более глубоким, динамичным и многомерным, погружают вас в мир чистого звука.</span></p>";"";"";"VAT";"";"A";"https://service.parts/images/thumbnails/280/280/detailed/0/HTD6500WF1_5.jpg";"https://service.parts/images/detailed/0/HTD6500WF1_5.jpg"
"R0024KODQ2";"ru";"Всё для дома";"24";"Электроника///Телевизоры и Видео///Домашние кинотеатры";"17999.60";"0.000";"13";"R";"";"exim/backup/images/HT-D5500_FRONT-copy_5.jpg#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}";"5.1 Channel Blu-ray 3D Home Theater System";"<p><span style=""font-size: small;"">Мультимедийный интерфейс высокой четкости (HDMI) цифровых телевизоров Samsung позволит насладиться исключительным качеством изображения на большом экране. DVD-проигрыватель способен осуществлять потоковую передачу видео на высочайшей скорости. Кроме того, система масштабирования дает возможность смотреть видеозаписи стандартного разрешения в формате высокой четкости. Усовершенствованная функция поддержки BD оптимальным образом координирует настройки телевизора и проигрывателя. Вам гарантировано удовольствие от просмотра без утомительной ручной настройки телевизора.</span></p>";"";"";"VAT";"";"A";"https://service.parts/images/thumbnails/280/280/detailed/0/HT-D5500_FRONT-copy_5.jpg";"https://service.parts/images/detailed/0/HT-D5500_FRONT-copy_5.jpg"
